flawed,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z
1,0.5963926254765033,0.5200976459314264,0.5866818757882529,0.13573859860146026,7099,5160.788304582629,5.141666197550767,3.8097677531306,1,9,4,6,7,4,47,6,74,30,86,33,14,74,2,1234.5950213333617,506.92699848314794,607.7309211039468
0,0.3669004091696299,0.3130900599825189,0.15029485028099898,0.5830649865173467,4759,3483.511673934007,5.954415407095655,5.31338666775335,6,6,6,1,1,51,22,17,87,25,15,64,45,3,92,977.1128717245256,1056.8063119445162,816.6930962540515
0,0.8913197850476374,0.596255227535446,0.40417003914744304,0.8429562468744207,3872,3535.7863617693465,1.3056804399787878,3.6959478265367687,4,4,9,2,2,12,97,85,9,57,27,7,53,81,10,1236.117864450667,487.26720279294875,872.5302112899581
0,0.5951517203976484,0.4820471109208508,0.6988778780149727,0.6513961119737005,5072,6527.126764769543,6.017787105763733,5.749975610650005,5,8,3,0,5,18,19,44,26,62,18,30,54,89,44,1342.2604409838088,262.2266327829178,669.5474412887235
0,0.636911407435285,0.36321468069544016,0.6833202758818889,0.5144680104264457,2864,5136.287906488409,5.6190516472638015,6.903557432715668,4,5,3,2,0,11,84,95,49,88,51,38,35,31,15,6.083422504418734,861.2830833109787,286.2197222648797
0,0.8253888187227805,0.5571622497433669,0.5651769865681299,0.4619581024437989,2170,5013.129391795099,8.088814410830532,5.840254495775678,4,2,1,6,7,67,97,40,24,60,0,2,52,7,88,207.43440249779033,22.985769752290775,283.7580017620635
0,0.5839022290698537,0.6056671383448906,0.5681556019550896,0.5517540987267517,5875,6055.606397001945,6.85082951718233,5.5996373424570605,3,4,6,0,3,14,77,90,68,48,13,29,53,30,31,1440.4392041005417,1316.8291566441255,1041.5933360041288
1,0.5260203130202028,0.12557189049425516,0.5257561701173696,0.1886777617588888,7063,4222.770855843165,3.717840393545496,4.495986924720278,2,7,8,6,3,60,84,50,46,37,73,70,27,67,58,261.30421145747545,827.3040817594814,1292.2331694548939
0,0.5704536280790827,0.5793148273606565,0.5117597741292594,0.5162977498266873,5302,6330.543324773313,6.094611959559366,5.8868946702900455,4,7,4,2,8,31,97,46,37,0,80,43,54,5,91,1283.2903238831145,278.79766737898257,603.7675743015805
0,0.3145911762707203,0.2568385870780252,0.4578945315088696,0.5124569588727546,5983,8555.565385958855,4.692354676833106,5.802573564564566,7,4,9,0,0,25,93,29,93,21,30,73,85,7,59,915.9182070933002,615.13635736228,385.0495409402522
0,0.4485953269502705,0.40809900075206457,0.2811454260404481,0.527584085925086,4213,2539.059738813076,5.187617323417068,5.404820169312334,4,4,7,7,5,77,14,69,91,6,67,85,37,37,42,1023.8923626556943,856.9331059660655,388.07512239970043
0,0.6414454844096501,0.6379109868982451,0.6644909744057612,0.7094667371254236,7035,5809.836680747131,7.103029215737548,4.567197598719852,2,3,9,3,1,29,15,71,56,11,25,47,42,77,86,153.00439684176382,117.55095738359961,865.1323375612934
0,0.5288050675201164,0.33133905905092675,0.08468979928421339,0.3059812342467511,5645,4255.175723886008,6.3465589892333885,4.570165235942854,4,3,3,7,5,97,49,4,1,18,23,62,21,4,85,317.8694597079595,22.53874375760151,760.3784634455387
0,0.36631816241947057,0.2746727894574925,0.3879520398761789,0.7387288240087215,3829,1984.0091953060428,4.26999905953975,4.208656496505604,5,0,4,0,1,94,80,66,13,6,66,96,63,65,36,1269.1598075551756,599.4472295892132,257.9371705526679
0,0.435194978326678,0.3788764038992688,0.1119293881097973,0.4560927659816627,6057,3398.067774120579,5.197961535920949,5.577246542143482,2,3,4,4,4,39,93,64,4,16,94,15,71,66,9,244.10249316885464,749.7721057888214,752.6431715367178
0,0.5976593808114772,0.3393261598955344,0.8124506735445365,0.7240709763691451,5189,3754.111992789452,5.740319937119727,5.416450411168215,4,5,5,4,5,14,9,2,60,15,29,55,59,87,87,776.2264759809319,602.541506105382,921.5610508185355
0,0.5225904889472348,0.3733704982829388,0.2603838828942299,0.4105262253925136,4414,4300.5636522942195,6.074331680379447,5.8283157871468845,3,10,3,4,3,10,61,89,46,95,28,91,42,76,6,1023.9201813925886,416.9242700415232,1114.5565745127333
0,0.6005351432262724,0.27927570326009377,0.5864542854136886,0.5542805868740505,5051,5722.32872081343,5.102736504582817,6.421239027705598,4,5,0,3,2,64,31,88,89,94,57,22,65,19,57,615.1668982211432,1457.1484202160116,897.5425802295687
0,0.3639914420357744,0.21225623448837508,0.18573255052352333,0.34670482780996625,4186,2761.0480197769652,6.687118138933156,4.811533225098488,4,6,3,6,5,7,49,63,99,77,15,10,89,2,35,1156.650170420704,1134.3342907552178,660.9504958605162
0,0.6006824219103166,0.4918521843705747,0.4121870587139577,0.4333391869042381,2201,5612.299044025797,7.617243238130971,5.5403820940518775,6,5,4,7,9,11,6,56,41,85,6,61,38,74,9,352.3957869687939,48.06952681717824,843.3817750738909
1,0.5888154212029468,0.4819363318633164,0.39076720817097343,0.3989939420468472,7200,8000.493312315665,5.8605409818878575,5.1766041109911365,1,3,2,5,2,20,79,86,10,66,9,96,46,50,95,1256.2581965854936,961.6540859164407,1097.7667362884401
0,0.5753725590521943,0.4219563818479284,0.3453072730468387,0.5493240034866033,3143,4665.59432180565,5.936637253555535,7.385041246761593,6,4,3,8,2,23,98,80,57,92,57,56,78,64,16,802.0796533837103,1312.8833714880425,250.91552465550865
0,0.5031022895464412,0.2562073706407577,0.4736657918867845,0.3387751077840587,334,6588.979182013621,4.0966741565029565,7.518166949013108,4,3,7,4,5,86,83,2,7,9,45,8,21,60,13,1011.115245394301,712.4896611912817,1442.77972410535
0,0.6523904829446325,0.5702959703341889,0.6723307163723538,0.6010499607655715,3287,3368.949613293125,7.829186355731392,4.934420164443898,4,3,6,8,9,87,3,20,38,45,39,80,49,71,54,1117.8288493744155,1220.2336089676592,1050.6125802955912
0,0.3919805123836743,0.1880269265904926,0.4582993142003785,0.33803415268068404,1295,5472.856645625689,5.9742046045300485,6.3517192672323946,3,6,9,7,7,52,83,96,23,3,82,57,66,46,14,1108.5266937275871,1014.5580752128892,1419.6826524065327
0,0.4391073942316226,0.4284070212037279,0.7022941916426071,0.5711134621450378,3042,4842.4353514129825,4.580008579350536,6.474748531145169,1,5,5,1,9,15,95,17,43,93,70,49,90,7,82,987.2644269754293,211.68164278643658,1179.193273978384
0,0.6590184081529733,0.5251657331340801,0.7548718700199463,0.6624203617348445,6160,4524.421566278154,8.003757331643664,4.767436230261821,8,6,1,4,8,27,67,30,99,79,7,38,55,50,43,574.1656801552691,249.22904944414685,1449.5191669232652
0,0.504962735805901,0.4247471264318028,0.3006639298822501,0.4913547366070966,4681,2311.71298504184,5.854866552328247,5.958170729567023,4,6,1,0,9,45,12,35,63,38,27,39,0,49,54,1092.3727526011573,879.2875338314149,620.1718026104659
0,0.5627997018829669,0.5670211318499452,0.5279203761293684,0.6445049547414372,4340,3159.911765596252,6.695606354498796,5.400720034676344,4,6,3,2,9,64,94,0,52,95,60,11,87,20,90,324.1811344152595,1464.1093415034331,1327.0861071403224
0,0.4477206596111341,0.15157892189558514,0.34513851406559426,0.6200951436643611,5968,5064.289418589453,8.464249774396901,7.9282825507877455,4,5,1,8,2,49,11,9,2,18,54,25,93,85,11,820.4372288651119,767.895697038207,1120.3655934304556
1,0.5262981753957817,0.16003948681528052,0.6401860779824895,0.4623193427624537,5855,4561.778505059371,3.6190583811617354,0.9270444931388088,4,2,8,9,9,4,94,36,38,23,90,73,49,75,12,543.4852926487819,1420.0547624997112,832.5413415635005
1,0.6452318483696038,0.4738117240037604,0.5772924142338209,0.3621585269746371,5630,4859.664722262394,9.963123210951686,7.222342989891062,4,4,5,0,5,63,60,47,35,63,4,80,7,81,16,1499.1262714832749,988.9290233688083,1244.3612754856606
1,0.4990028484998185,0.6460578888451151,0.5681050306699758,0.14894893807010326,7351,5253.933902515592,4.774409910473222,4.3182921445947615,4,6,7,1,2,31,24,90,81,42,93,91,20,42,39,1450.7336082078018,694.7056894829205,877.35503433878
1,0.4917568193173498,0.4513194331964394,0.6848030735342695,0.2401926413387108,7409,3257.585984784323,2.7033810002800145,3.985231312264932,1,1,4,5,4,2,82,70,85,75,79,56,74,22,30,1313.3381180568856,741.9124843050863,888.6724247956428
0,0.3909514173614909,0.3741289350995524,0.6682519975993053,0.6151806881355568,5133,5314.803047780692,5.083915803322657,5.865925163869309,1,3,3,5,7,51,95,21,83,85,46,46,73,9,75,489.52076933863214,1444.5457023111333,1454.8063441443812
0,0.5485791610481957,0.5725441477054161,0.4533376475646943,0.426465156383566,4602,2782.330643430165,7.13952333835798,6.03904876442634,4,5,4,0,2,22,35,21,95,14,27,5,94,7,36,835.2132415828202,1057.8385697686133,1045.9451585053498
0,0.3583695576290375,0.5383588904293403,0.3867921239048985,0.4898124527228153,4683,4835.711164185671,9.668546791103283,8.247106171552057,2,4,1,9,0,43,22,37,34,58,22,6,23,21,2,1061.1143695387589,49.22983496423539,162.22988782480468
0,0.5920888330845131,0.4473728591197962,0.6100524817828759,0.5321414216576025,5020,6702.15353905795,6.597316007001398,5.683303863109022,1,5,6,3,9,26,25,88,45,76,56,38,84,4,31,933.8702477191654,622.2928159982173,387.1664859018358
0,0.7334829457727795,0.405892520062176,0.2484005785446683,0.24535010423156275,3244,3421.316807024495,4.067473822433853,4.913948734070005,5,4,2,7,2,10,80,50,73,56,14,24,98,11,93,1050.424178113329,1437.8724847951032,832.576287328256
0,0.5623045675800524,0.6356403930392782,0.8037802341006198,0.6464672702093759,5804,4512.283965644783,5.2765597379096025,6.682857955559141,4,9,1,9,0,53,85,15,2,15,27,18,85,71,89,666.2890609839831,469.08377173729247,250.36907305316726
0,0.6382822706378348,0.6538952515265115,0.6562111256163955,0.5368687104564627,3031,3230.960979483029,7.316591529804502,6.1516223359727045,5,4,3,9,6,22,84,29,59,79,97,59,28,14,11,707.143138927305,868.800605090898,1182.2191437602341
0,0.6521930957575308,0.2173742505886572,0.3459066829087349,0.7723182744568394,4914,4407.487720591167,4.611039499539328,7.890780290679627,1,7,0,8,8,69,27,37,22,13,79,27,57,91,29,1459.8548297449986,188.09232166216287,176.78096772752565
0,0.4374801811311417,0.2906326085555789,0.4937584265321362,0.5579281223477691,4101,5124.1667141563075,7.485585737954405,3.7459219586012633,2,6,5,2,2,42,80,74,39,6,13,98,67,11,4,780.6585876329008,323.37305068496033,331.52462344640963
0,0.5357152794154847,0.43879097146343626,0.4343957026649868,0.5124137189707129,4080,7098.044545094743,6.640088746146473,5.365195588752645,0,6,2,8,4,21,52,15,58,12,37,16,55,33,82,354.4326426920888,1011.2078802010953,264.240537312853
0,0.3814005665148664,0.4049755671835093,0.5266984817665944,0.2697651549504765,1178,6459.105769377,2.165822102427381,9.991514095840287,0,5,8,0,3,24,23,10,76,42,51,5,28,83,98,112.15739233274557,943.8914176943287,1109.8706730728616
0,0.9060054147710666,0.4359032704342148,0.28305621071091835,0.1254576835293768,6397,3569.7162072270366,6.23351897322842,4.480081057348186,2,5,4,6,3,75,50,89,17,37,31,60,72,96,44,261.17620493167317,550.9214262001509,759.1081528505441
0,0.545448542320157,0.6425285289839548,0.620046180735484,0.4279941579777795,4399,5977.60006262049,5.058097927930821,7.457194010114355,4,7,3,0,0,83,96,78,33,52,30,95,35,91,56,818.9939321531261,300.77309631067067,46.27770194212727
0,0.5072496891291467,0.27174992725345004,0.3250172221868126,0.4668696593294776,5285,3570.664919635282,7.867063035437537,7.515389196319723,6,4,5,4,2,25,41,13,85,73,87,36,82,42,9,563.608671030871,1371.8194253085037,1258.585122487221
0,0.7104487313180157,0.37073763596594,0.7454380771910579,0.5850673719959741,3056,6260.1311846600365,4.030208031906232,7.605712202836812,5,8,2,4,2,2,88,35,44,45,98,25,28,46,48,1224.4209805326625,1348.5875303393825,1038.7680346546326
0,0.5804269802153073,0.6061180058381609,0.6383446302109372,0.6038947761222334,3953,6184.296788606773,6.01259496263463,5.674713035715477,5,5,1,6,9,30,71,89,61,55,18,70,26,81,93,1180.8609251336127,113.62941370497582,1236.571517527508
0,0.7692759376014479,0.15210656304166353,0.20109709293697944,0.4371027558229375,4487,3575.3670596262677,3.62700516148022,3.417444007345294,7,3,1,8,1,3,40,35,21,85,48,46,51,60,8,929.039050390877,878.8324357653639,134.50410143049692
1,0.6243705377079193,0.32430609884242473,0.1985242253716056,0.5222563130587625,6089,4569.311344465526,5.190540686368162,5.765863097061268,4,3,0,7,8,35,95,94,50,21,4,39,10,90,58,315.9564890716585,859.8672005177095,516.7427759544976
0,0.6117730689360065,0.6138388332586883,0.4530832087716642,0.4585708677376553,4925,6454.14570217685,6.807838482691038,6.444668561066378,6,7,4,1,1,43,38,3,55,18,44,4,24,30,6,313.77849156998053,756.2801795009634,1099.188390222851
0,0.8511211179516811,0.285002728501435,0.23147215232001836,0.3545558326791025,5873,5937.369325980943,6.3946483091986215,6.596156917656188,4,4,7,5,6,92,32,9,73,19,81,7,98,48,20,585.4211966396294,1229.2832472343068,865.4948378325288
0,0.6361214770183439,0.4223657789667341,0.23911159692183645,0.5313929924309054,5924,6175.783108310035,7.897720659326894,6.56610560466587,6,5,6,7,0,26,64,52,67,57,61,59,6,87,86,42.5443818907395,1387.3183285755968,415.7942934576019
0,0.6436790299286961,0.4212662281241055,0.4433883688612136,0.7226532318535817,4154,5434.898803571542,6.580548741200256,7.913023850008352,0,3,9,6,8,38,74,75,38,30,85,47,2,65,57,1019.1636231486723,105.8613502744788,889.2983537885956
0,0.4186263383165652,0.3056386197947013,0.2642943371236497,0.4095573462151733,4306,4539.087381227011,8.491269174473619,7.906002613709786,4,5,9,2,7,99,40,95,85,89,59,27,45,63,74,383.3354558324298,773.3957647513541,1175.643031679846
0,0.34813624086597605,0.5387738862662754,0.42057697350206735,0.3716989379616296,3312,6359.291108553806,3.8280505659196784,7.673039752190396,3,4,0,1,3,86,56,50,8,75,32,1,85,91,50,693.3523604472256,1350.9585983418924,1116.4025499985692
0,0.5150156230945262,0.4337248684244854,0.2920344512274099,0.6167087472982499,4169,5212.629438505233,5.791882950124887,7.001296111365121,2,4,4,0,4,1,95,61,11,61,80,74,11,12,49,878.9274064886913,1245.5422230852814,628.2270986326984
0,0.5193186642757049,0.405487662843077,0.3392609008615876,0.3379860995541604,3636,3793.860420469936,7.380284971793149,7.267200452055553,3,3,8,4,5,19,37,59,85,65,18,81,93,82,26,1162.5376616579947,517.7799068724657,435.73760829856866
0,0.3060341037719167,0.6144003988304577,0.7508838037693608,0.5451034000367769,4937,4221.5847238695615,4.771198707430939,6.7063987414560655,2,6,9,5,0,42,60,67,80,36,74,12,83,56,51,1438.6607837289519,119.01112045747125,688.9286437401355
1,0.6331844755306156,0.14334034612711402,0.6740182861936208,0.4147308426448464,7096,2661.8334485387413,3.723631514100105,2.5633595423253333,4,4,7,8,1,85,81,3,12,87,60,49,83,98,32,27.278115842116314,519.7105498905269,36.58476975240754
0,0.6108566149614156,0.33650513995712583,0.7226695898537899,0.682117119896567,4876,4613.052486990162,6.686140532490713,5.195417564671586,6,7,2,7,2,63,17,86,57,26,45,28,1,77,13,388.8594501118031,1455.0810158520705,1061.407502824637
1,0.4608994702659218,0.5068178840009133,0.6993287681795914,0.4513945043109959,6656,4596.532827507471,3.867187469649625,1.4624763983344615,6,5,4,9,7,97,49,38,66,81,55,3,51,10,77,1094.9684488174223,1360.0605644073316,489.4620991672936
1,0.6111715091346235,0.6656724334523084,0.20962099944855225,0.3319503212032474,3045,3735.500384717566,4.758381320288076,4.41882895410333,2,4,8,5,3,49,12,61,92,70,31,2,75,76,3,1482.1680551755558,770.4311454327816,1455.1533712721784
1,0.45513904089694,0.5535432732808352,0.3550678950297764,0.8387457549656476,8295,7616.975931537288,3.821538851696271,7.335778096222401,3,4,2,7,5,43,85,48,66,33,69,24,28,23,2,1240.6177484995692,1350.8856833980337,452.3664228176356
0,0.5160051282581894,0.4529993069455554,0.4042558667740885,0.6889142402910019,4953,5101.539292340055,6.607786721139733,6.988266871521766,3,6,2,9,3,20,11,75,37,48,35,52,14,29,7,1030.6826315390067,782.3718235492272,596.4469764501993
0,0.5379946662220579,0.4486008859655202,0.7028567044460118,0.5725342896857459,5302,4659.999986588262,6.410516492981736,5.863153038653319,3,4,2,8,7,42,90,20,50,78,39,42,51,43,63,369.79641991219717,997.7042852238413,1081.4497455523463
0,0.6547636599731056,0.6071859045259546,0.3464467841644775,0.3610438349155427,4963,2985.2584837101426,6.071876440401224,5.185601222922537,3,3,3,0,8,89,44,7,16,49,80,61,80,24,93,1004.0624142398361,1174.5091269448392,1372.2978920877397
0,0.5639667709911621,0.21756077568898274,0.5245330228911578,0.5882252194038373,5140,3079.4307100495344,6.615994363469435,6.3822795483878805,1,2,6,8,2,24,67,28,39,89,13,36,80,36,82,645.9176621223045,1349.2963342296678,1440.601623432905
0,0.4442014341529714,0.3671270818531252,0.3248370041676997,0.5293588005594188,3841,3359.703578580943,5.932929940083327,4.976474401456255,5,6,2,5,8,47,31,32,44,52,44,94,91,48,10,710.4842843184198,393.3768485696963,698.4016434758424
0,0.3047532022401304,0.5004441311763814,0.3961481698669496,0.4203794438329577,5668,8281.91302360638,5.016734470538425,5.958382153964157,3,1,3,4,1,18,8,88,77,10,96,30,47,61,42,411.4364704926903,130.30846615220443,416.9103476440234
0,0.9727380138010044,0.3384095162850496,0.5419764889646376,0.6691170786276532,4415,4446.314066617246,4.827262934969583,4.7646700282974095,4,5,4,1,5,88,79,92,62,90,68,95,42,0,46,1034.6584815092622,1367.6475906480673,1067.0026037521902
0,0.5157439648130655,0.5200151249205199,0.6260514504349439,0.540089395636749,5345,3295.765054457409,5.644803332590202,7.034334863889871,5,6,3,0,5,89,27,80,57,93,7,3,23,85,80,344.6676387483313,1215.1554728607039,397.01574485625434
0,0.6127897537012416,0.4710351354650363,0.7789525092299574,0.7990673246108829,6858,5419.3707294787955,7.320051746116258,4.354486636771072,3,4,5,8,4,71,5,90,8,38,4,65,78,69,60,1063.942922716635,880.4523491597587,311.15594870891647
0,0.6731970971175716,0.6984504015455522,0.3588768539673448,0.7987015904304129,4410,5119.682220953067,5.146293888802265,6.054506795183393,1,4,2,9,4,75,69,20,86,57,47,8,52,22,11,595.0850909157027,688.5698429804717,562.2832208011494
0,0.6134642190945093,0.7187954923719134,0.313278101788631,0.8165697053357861,5012,3705.673660105861,4.110419309191991,6.513081678002664,5,5,2,2,1,95,21,56,1,44,18,86,48,71,15,1217.054039507229,550.6018157654788,1102.6740422408348
0,0.3935990908019141,0.16285049481404296,0.1627230947167514,0.6121991150773345,5711,2998.239773419408,4.50366477587961,4.7397731271955665,4,4,8,7,6,0,86,20,82,85,40,37,4,7,79,1246.5430491450265,861.8417694155578,372.79092347286485
0,0.6061003976771291,0.3921067407855358,0.7918474633095091,0.6705390392369099,1984,4346.297391849768,5.422505764915044,6.698559220628718,4,5,1,6,4,80,14,47,87,52,23,39,27,88,88,530.1274960120401,598.0323006091628,828.78785312189
0,0.6729893199905348,0.602525232425286,0.543780360716217,0.5848110263669537,4029,6404.176404595837,6.5309052358223365,5.5517521919997765,3,9,2,0,7,65,11,84,40,77,8,80,87,56,96,750.6339297763675,236.1819199464928,1002.5635867141721
1,0.5528010187620231,0.35318809843229154,0.5517726853339683,0.4348302967496118,5833,3870.8655621011762,3.265039203856396,2.6917844189713236,4,2,3,2,0,88,75,13,76,2,10,79,2,96,8,1224.1926234899647,505.144935711862,153.1316328216056
1,0.4915526829353347,0.29035334518049244,0.5530085363097721,0.4726897169608194,7530,4436.453346540014,8.321257370409892,6.067483842156425,5,4,7,7,6,57,49,29,12,46,60,26,23,31,51,1288.9925841384584,233.71559734293928,64.56767973298632
1,0.6146309172751223,0.5310318248109325,0.8623561651098279,0.4086113071989502,8154,3682.881985803211,5.049641981022048,1.5037867612793132,3,5,6,0,1,36,26,79,15,33,91,2,37,29,34,534.191394780192,452.9460832993299,1050.6573086777953
1,0.4397481564629284,0.5694050025959002,0.267588680033662,0.8108950119524561,5002,2863.4465219778717,3.468331374680485,3.8889107711166937,4,4,0,4,3,25,10,8,75,45,60,53,16,29,71,88.2415848452694,500.87468837389406,716.1955796429197
0,0.394560950028202,0.7618144647359073,0.2863940229820497,0.6805440512190526,3332,3514.1686820968516,5.348403567556572,6.192619000793072,9,4,2,3,9,21,7,32,72,39,42,90,65,23,27,732.0422531778439,124.9282056675846,970.159897444904
0,0.6246486048047984,0.2727207569012108,0.7665379984516829,0.6406146569820127,1981,3109.5749854229716,6.064150806807848,5.578256943202934,2,2,7,3,1,64,78,3,31,12,97,33,40,97,36,734.4979671683014,814.0173599363578,460.3942337012371
0,0.4621269151445556,0.379581336791736,0.26617194382958864,0.6433262099890907,3010,3873.682275932575,5.479394871062176,7.8859138959863575,3,6,3,6,8,36,17,94,13,60,47,65,82,67,96,317.4617426047849,709.8870149321648,836.5356348015232
0,0.2453537077158056,0.3366958520006869,0.6881999092706383,0.4835727258967264,591,4689.1024720711275,2.6430462539203257,8.448270851260279,5,7,9,8,4,1,92,23,43,94,90,45,79,84,47,90.71011809676827,356.7297242683094,404.00849582986075
0,0.6996921237768736,0.1375970811197303,0.4213610300891678,0.7547564362450865,4820,3840.093486767168,4.26003885701812,4.029498421194074,0,3,7,8,8,64,62,81,69,14,58,5,1,68,30,1001.2829889241119,1105.6072510458837,1193.8634915155376
0,0.5116301530460984,0.4407637629092426,0.6671681483823102,0.6159833751013543,4417,6614.5102722383235,4.75088536621405,6.548746800483777,6,3,7,3,9,26,77,19,45,15,58,48,61,42,65,539.523822399406,1179.2440260412836,189.1643370609586
0,0.7250479732411583,0.5760467727682455,0.6999608652198717,0.6514108412526867,4403,5471.360221440314,6.973424135796937,5.890276588258357,5,2,8,1,1,14,60,36,6,17,97,54,62,93,9,822.9119644333267,763.684945547556,572.228996956934
0,0.5282431354945485,0.5804319138029974,0.5519441893944921,0.5697296809396543,4989,4852.5811597651045,6.939505478864852,4.9467945293554,4,5,8,2,3,41,25,15,15,38,24,21,81,68,36,616.6673200268757,76.91905918220048,297.0479996027369
0,0.6417794064743765,0.3685248759509108,0.6058609324254405,0.5830239489547717,3784,7658.4387329407555,4.418641056564718,6.803321133425362,6,5,1,8,7,71,50,73,10,4,5,34,60,69,69,668.6472808450537,743.5590197948709,1055.8759263723634
0,0.512000568818895,0.26776861749080083,0.2394871414716312,0.5151419289310828,3736,3218.424542411064,5.023490177091602,5.47482262888647,5,5,1,1,5,95,1,60,48,29,37,94,46,73,3,255.48050215470536,1228.0656420906341,439.0483267123963
0,0.7140918165165546,0.42411978114116017,0.6611901688545284,0.5408791785396655,2738,6370.781086758642,5.491619439555555,7.386670312130746,1,4,8,7,5,66,83,28,87,91,45,46,70,19,45,425.0099411446363,1180.250800519197,1304.6474477221614
0,0.5235098504537476,0.3507477858884497,0.7820980537842368,0.7087416632760299,3438,5737.151115790154,5.410955084474441,5.5769282668097055,5,7,8,7,8,76,18,69,33,39,66,89,93,71,48,877.7276609643111,855.1975807121398,304.8458340065535
1,0.6436219886404322,0.4715651752864882,0.3701209785706489,0.6099395824037275,5466,8167.195531852388,6.304841565177151,5.849830727360512,5,3,8,9,3,95,77,97,7,7,40,73,47,84,61,371.4715053578867,220.77791642933886,253.57199248085516
0,0.5537866677209557,0.3973268129768809,0.5734372119254724,0.6254595721375578,2977,7636.148179228167,6.417887319875143,4.738077532538272,1,4,0,6,6,51,53,6,64,54,67,68,39,34,74,824.853204871585,722.5332143586633,1079.87889982567
0,0.4825882593680242,0.5977084125261319,0.4847840750577362,0.6008538564547802,5893,8080.346072789469,5.6792540482924005,4.754833196595473,4,5,9,9,1,4,87,10,6,71,64,33,26,13,46,1112.3999521955348,629.7976842864625,31.070175819108982
1,0.6322851150006219,0.5497203191444623,0.18583716926412294,0.4780407489687765,5942,4884.187404986303,5.0624743625946085,5.483787352020412,1,7,0,4,2,11,76,74,43,31,56,17,98,33,2,426.81301899061987,736.5927553400687,218.922075061672
1,0.4360869612721541,0.4634820985317286,0.43636001813377695,0.19318637153687085,6160,2938.1877682478557,0.7378911525848628,5.451030812005037,5,9,6,6,3,41,79,62,52,19,35,84,81,88,36,465.99135038599576,28.58886197140026,1450.946586824544
0,0.7490267078807467,0.3275593404315049,0.6415531589034053,0.5386822298145861,4404,4602.1685266452505,7.0338009095587735,6.051869754480103,2,9,9,2,6,64,58,98,8,84,83,69,0,38,77,1069.0754762318754,1055.1956391208648,584.8092946169717
0,0.48380327582933397,0.3644881382702872,0.6132605732652654,0.5806048193288879,4314,6017.6279412406175,4.988015679404398,5.95378298555605,7,5,1,2,7,98,18,85,92,98,19,69,92,81,77,246.89201467935723,612.1471121362557,1398.7302891174681
0,0.7514293830854284,0.2483423089859756,0.4151851349027143,0.6904884031800567,5911,3509.610759406168,4.710173809356622,5.859781539803062,6,3,8,2,5,68,56,96,70,17,72,79,43,87,64,488.83409253481835,333.80611261147254,474.5353656711548
0,0.3472918270897927,0.44153787424205865,0.5661967565550938,0.432778322112552,4905,5992.235381080393,3.782956090211735,7.5873066872306065,3,4,8,0,4,79,43,39,15,23,33,86,80,31,66,854.9945652051299,147.58420321471655,794.1841508432695
0,0.8605980727567064,0.5970503496666405,0.7304121793844837,0.7098439107878665,8821,3795.556281130808,8.616433415024318,4.714163656310375,3,3,8,4,3,39,7,4,6,55,18,32,79,59,53,484.49335171265415,419.3431271311156,1124.789762899471
0,0.5038388065261407,0.448058521692126,0.07502360144833231,0.28231027917494833,3392,758.3274596497657,3.3092477133459672,3.771677055635189,1,1,4,2,3,83,27,22,74,67,66,16,32,76,72,84.3321905062308,430.80054190977575,1462.8675212839526
0,0.5031657430110391,0.2344519837608739,0.5375136853884125,0.5284924198303427,3833,8493.562734392568,4.693679962133512,6.621889323845996,2,6,8,0,5,52,85,53,77,93,64,91,20,84,42,1163.1778995079105,1077.7216547356425,970.6760124886391
0,0.7663362161127386,0.39879682577220144,0.3217353346704237,0.31854217987930666,6433,5109.2562698760685,7.1401091716116225,5.457029393259585,4,5,9,2,2,57,40,6,26,10,94,79,33,3,71,1370.3800187325628,958.0976010271268,322.56357690679044
1,0.6563081123881213,0.4839030053259786,0.5126404685761244,0.0,7116,3981.671384788325,3.7416492490366293,5.468959867667402,6,2,4,3,4,62,87,5,15,61,16,88,22,86,67,351.19836125185776,1226.1949719486731,893.0691271567558
1,0.6119855629505616,0.5487645927972848,0.7305305993907645,0.25683878797058635,7541,3796.6360681655324,4.124111060218352,3.0044806118566005,4,4,5,1,3,5,83,62,98,82,68,53,59,45,94,685.3114208707555,1298.6014783842932,282.86589966701683
1,0.5151402131607308,0.8162160616278201,0.9108631914676352,0.30315886352359794,8754,3250.78683094074,3.5660141450960925,2.6560017522702024,4,4,5,1,2,17,78,36,27,48,50,24,44,84,23,44.71780828993111,323.1945888256949,1444.372326496399
0,0.7639806608634827,0.4551090336272717,0.4348437423307026,0.705787468648486,4187,8021.174213664064,9.122460102445336,10.0,2,5,1,2,2,90,48,78,16,35,24,38,74,85,14,28.543950508185702,952.2237203342956,823.0357802843148
1,0.520386582387229,0.4514766150926101,0.4080162712947922,0.8851676673193136,8075,7541.487632966258,3.565367154460983,7.4970970132022146,0,3,2,7,8,3,72,41,42,51,41,54,45,45,75,400.4154425348216,704.6543971459358,606.4363987141816
0,0.548469061213458,0.32974363259098505,0.3570392252914726,0.6673998746186209,4081,4266.886515130442,5.186374928113013,5.487463498354359,2,5,3,1,0,97,65,59,90,53,62,82,96,77,12,163.91128874813003,1039.5307628007276,981.3671396492767
0,0.15567716458295533,0.29336753177119546,0.5142223004442972,0.5291210881214076,3666,8844.095909966867,2.5982304404713887,6.649242483935,1,7,9,2,5,60,90,47,98,58,21,46,4,60,78,729.9470548619607,103.3364592437675,1037.5586479169115
